index,SAM,sCC,CC,HPSI,SSIM,PSNR,RMSE,ERGAS,UIQC
4353,0.006395039,0.7578210111404755,0.5221909219953415,0.9992751667543978,0.893635,31.90102560771074,7.939980235934807e-05,0.5157321022835418,0.36890473477970415
4354,0.008305103,0.763205652129446,0.7162246953919894,0.999839636648265,0.80409604,27.930887448043546,0.00015444345019221842,0.9939110710940238,0.5354761997003599
4355,0.009315602,0.6651474006818116,0.5857890487766108,0.9995266037033865,0.8528125,30.08495225542623,0.00022660379996739427,1.4587082297286498,0.43913635608166063
4356,0.017652662,0.9320948727176245,0.9261810012957392,0.999762460105465,0.62104195,25.203223572024115,0.00037930946064639016,2.525220759836246,0.6945646065994844
4357,0.01564452,0.9430227764656737,0.941767268669537,0.9998222433151165,0.69864315,26.871371687397946,0.0003407111818477456,2.2274417946034792,0.7061163034533477
4358,0.024260757,0.7993850949275766,0.7687419328323534,0.9995946716890033,0.5659261,23.233941579269683,0.0006950672002264696,4.489955230636665,0.5751198334120258
4359,0.026527911,0.6421614997521344,0.6178590325774022,0.9995215539569038,0.574917,22.696111537220375,0.0007892346783996066,5.129769245726968,0.46259310371641293
4360,0.026709802,0.8047723731689206,0.7943587840158596,0.9994212798746919,0.68080217,23.21820757576903,0.0006489802773070962,4.378854027802614,0.5945186802670342
4361,0.028073467,0.7587026158931546,0.7238585988871801,0.9992352892932673,0.6190284,22.555852131278655,0.0008013505585371584,5.290909723116447,0.5411842516968062
4362,0.0074638985,0.788212524386965,0.5790515126722787,0.999860244660865,0.9275462,30.856629117809856,0.00013958286674867115,0.8985032101942881,0.4329883684903571
4363,0.053790446,0.18632820363992764,0.06960788648951684,0.9982538025377463,0.9650375,27.704619293317915,0.25118453318734313,219.2536105259062,-0.000714366801086178
4364,0.027719835,0.18995498661011354,0.078723714666336,0.9980967959755142,0.98592806,31.338901695743022,0.15385585845859945,398.5459421120251,-0.0009313503574763805
4365,0.0097557595,0.8488227049375366,0.8658972815073062,0.9993044835570055,0.7529977,28.009011625824197,0.0002205417365171667,1.4248875828277323,0.6491105247775719
4366,0.0694112,0.08676102804623183,0.0413803797484931,0.9964433108505247,0.96012735,28.31932295346045,0.3731900484646201,205.70599976396204,0.000269503951531752
4367,0.017240437,0.9130459948073771,0.9113988532868477,0.9997563033074315,0.63517344,24.20173121405323,0.0003815943730380171,2.529043815082354,0.6833976221929823
4368,0.006089158,0.9275441176628344,0.9615556533801444,0.9993150120002071,0.95199394,34.10045757096975,7.796129181694377e-05,0.5087980995631508,0.7203307124396443
4369,0.018742178,0.9421610637513252,0.9559602559388877,0.9997348794369398,0.7334521,28.077273381686744,0.00038854714922291743,2.6023586117048594,0.7165822062925674
4370,0.01912139,0.93172085516631,0.9371991200500128,0.9996801198381835,0.7256608,27.354542516515647,0.0004165326276944631,2.833849544902488,0.702804520107045
4371,0.01620166,0.7677965848566332,0.7401575346393693,0.9996616666250097,0.64702964,23.889858679003638,0.00046356579693177403,2.998673601366789,0.5548361524501476
4372,0.011438098,0.8862631699662232,0.8759221521983417,0.9998005534133012,0.73538065,27.225556287209205,0.00023677778400976808,1.527690289427487,0.6565658698127304
4373,0.025803408,0.7456049486160689,0.7757247359006868,0.9995573611145326,0.59979737,23.193361988762785,0.000656697348797331,4.3323053499079975,0.5817490749704493
4374,0.023352928,0.6687514331599939,0.7254736076062537,0.9992046459251368,0.69467115,22.93281063456419,0.000747879104469976,4.791918454905213,0.5433703427275951
4375,0.02191148,0.8679607920060161,0.8544659416804515,0.9996910094964762,0.48330975,22.359034089480737,0.0004988583317148613,3.3327730331722103,0.6406803600350037
4376,0.057480715,0.13420266693345678,0.05121759217584807,0.9978456387578705,0.9707077,29.160902681034152,0.2506578403227934,238.6867614801288,-0.00022201825885316513
4377,0.009400527,0.8719693199662141,0.8820711735593235,0.9996433836137227,0.80685407,30.198340760348884,0.00018886425598279647,1.2222480101735975,0.660673785475415
4378,0.012433408,0.7527905460412736,0.6869805149422485,0.9995684451706265,0.7563351,26.418621500260343,0.0003367746508232367,2.1671315119287677,0.5149220903577135
4379,0.021317676,0.8401555445072685,0.8214829267349845,0.9996001048236121,0.70590657,24.617778725164868,0.000535886105831195,3.568047154723613,0.6157719854166264
4380,0.019144539,0.7977978781121756,0.7846136374296662,0.9996328607889635,0.4843361,23.080454798811235,0.000509985393810133,3.3037558847880644,0.5883213812149255
4381,0.02321334,0.9165078093927425,0.9257466263009434,0.9996584508327784,0.5914204,25.436328530413405,0.00045323211979671733,3.0601100270795767,0.694146076628258
4382,0.022337675,0.8771098845086703,0.8802338415318912,0.999506317705999,0.6616741,25.420261492511887,0.00046543685177512044,3.1103682397469816,0.6590007120966157
4383,0.007536399,0.9321928695856284,0.9470856010370247,0.9997782046210454,0.9158075,32.29457649514819,0.00014446988014483642,0.9377033221888483,0.7095293394430303
4384,0.017913923,0.8369411974437987,0.8481009505454224,0.9997529611164265,0.57181114,23.78867589346865,0.0004018117233460244,2.6433091574107594,0.6359070355223541
4385,0.018763918,0.935663960797212,0.9377676215850513,0.999692138693961,0.64279824,24.749459764935445,0.00037419794091148365,2.532034173751751,0.7032341499625893
4386,0.01091219,0.9018769382870998,0.9076579629519331,0.9998015045761798,0.7168615,27.382867497007503,0.00025381574036536917,1.6530747145640727,0.6805407454102522
4387,0.008831581,0.9493459996387541,0.961183201050447,0.9996079270372424,0.84701043,31.073909550908112,0.00015721832085000494,1.02315710025437,0.7205932847426477
4388,0.0692246,0.07135415436715464,0.04061745951261994,0.9965914835774082,0.97059315,31.13301776115531,0.2650506176604749,237.44399811856866,-0.00027864753752175793
4389,0.029453041,0.7919980768661121,0.787360799172197,0.9991364541090756,0.5652964,22.439323262427248,0.0007318978962333015,4.911589875526572,0.5903960832081842
4390,0.020565951,0.8935070969125748,0.8945130183709215,0.9997306312366206,0.55785453,23.847427472612242,0.00042826326752725265,2.837195464348975,0.670601703519063
4391,0.02203716,0.6000056739678908,0.5822586814516776,0.9994293448440974,0.62288517,22.56411266987461,0.0006833734467338375,4.4226751452108655,0.43606845905867975
4392,0.010811778,0.7022534399066611,0.6816630830865921,0.9996204656128997,0.68871945,25.790072777219805,0.0002742600975816036,1.764401798113072,0.5112334459412449
