index,SAM,sCC,CC,HPSI,SSIM,PSNR,RMSE,ERGAS,UIQC
2696,0.26630348,0.7475422414326078,0.5393217956915751,0.9993836551427395,0.277162,21.87158191339078,0.0015300711768677774,10.567946501439367,0.3773960949146188
2697,0.26037356,0.7855167848272976,0.5760994838791312,0.9995083267548681,0.29848003,22.381369916093487,0.0014709781001942955,10.1660448036729,0.402672434552112
2698,0.25377345,0.18553006724031906,0.09302157214263988,0.9994450197282246,0.19675267,20.090763074516698,0.0013979812396358545,9.560517649956273,0.026969441892652355
2699,0.2549525,0.3680216280492395,0.2417550247024136,0.9996725979374201,0.2126683,20.618264606317762,0.0014095683054092007,9.633004187330604,0.11325654451437586
2700,0.25388274,0.49542661422505097,0.43813906907289385,0.9989161376511893,0.23337978,20.937746201677292,0.0014211445745310517,9.650593094179875,0.2709692863750563
2701,0.25371626,0.14668829405484257,0.03346977449425905,0.9988964569126403,0.19437309,20.01941873783778,0.0013974284650297803,9.53635394501621,0.003052349156060136
2702,0.2538202,0.12932387787772692,0.03171918223735146,0.9992076191702024,0.19159925,19.927443362015918,0.0013982954331097964,9.544002123112667,0.00405068134935068
2703,0.25745293,0.6263361738692766,0.40199342204660554,0.999613541371128,0.21928458,20.498497942618464,0.0014547270935562572,9.929514920962035,0.2604022702099903
2704,0.25765738,0.6784810444770036,0.4627437545933348,0.9994264425534785,0.3070219,22.589239597075444,0.0014866072731967502,10.180128850136724,0.31191304103291956
2705,0.26594114,0.7000415335595033,0.4950832218566745,0.9992576365163179,0.23854296,21.216379899971166,0.0015626645560337543,10.815407650990464,0.3511194046444527
2706,0.25578964,0.3658503117594372,0.2674902366450025,0.999775737154726,0.20344101,20.177775953033304,0.001416793053090216,9.666108731768068,0.13479985051953286
2707,0.25592142,0.3017271192816812,0.18066909546042406,0.9994789943040504,0.20422955,20.23467121368146,0.0014175767241035317,9.612464168393728,0.06152775947977883
2708,0.256129,0.2896247965872894,0.1716237419971298,0.9992472494573003,0.19893627,20.08138138624239,0.0014208776005568142,9.617415235671825,0.0530233587833759
2709,0.254727,0.5220623535570194,0.44727420147367775,0.9988243683479796,0.20160294,20.07908881303589,0.0014239318850975554,9.68802258156598,0.28337654526061173
2710,0.25361326,0.14452727676390328,0.04062618460077256,0.9991013252765604,0.19250871,19.95491827367379,0.0013975695262950988,9.533676631349632,0.004955888935344758
2711,0.2538976,0.15025227126742532,0.05008441034457359,0.9991506417769501,0.1944546,20.018358840351414,0.0013992570086334682,9.550283467858614,0.006142058169273867
2712,0.2529986,0.14409937476587226,0.0493299003008826,0.9991297696171266,0.19188982,19.95692990213401,0.0013924361073358222,9.51358229941147,0.007365445408174064
2713,0.25258067,0.2075691980241506,0.08688595897494344,0.9992650075354247,0.19620354,20.0944204353573,0.0013904173345581125,9.49834480875001,0.013690634648485316
