index,SAM,sCC,CC,HPSI,SSIM,PSNR,RMSE,ERGAS,UIQC
67,0.027305514,0.8937643264553766,0.8733161424000319,0.9993245776483396,0.81143934,28.880062628876267,0.000679137948643631,4.273538585726047,0.6517431397893189
68,0.02481851,0.7945545965036244,0.7575478917320341,0.9995821560159863,0.6693568,25.175048175051845,0.0006015366190275806,3.7432743731859066,0.5670415538623226
69,0.02057634,0.8200659339633015,0.7825800432153246,0.9996872531835552,0.7556131,27.73979072297134,0.0004225344134144346,2.5898744989519837,0.5849774999491846
70,0.020578263,0.8803849179750088,0.8357237478981484,0.9996286530266775,0.61222035,26.49235925390149,0.00044967504312155393,2.751261273910733,0.6204257816086536
71,0.023085171,0.8427284319789519,0.8390433794905762,0.9997903270643572,0.64680463,25.147521607399202,0.0004372064524004554,2.6654700448296884,0.6266444939528868
72,0.02739124,0.8459191319445453,0.8091755870202318,0.9994836449413467,0.5885638,23.07286789307213,0.0006585622660650291,4.195685208536877,0.6055264933525036
73,0.02468343,0.3453219859071914,0.1990235597265204,0.9991317939580998,0.77859217,27.12938397121491,0.0006485275479446404,3.910830840485434,0.14722257920066228
74,0.024442684,0.8999213863427671,0.885484123287418,0.9995903039871213,0.7154793,24.693512220272076,0.0005588543191285634,3.4755519516381157,0.6626305455453629
75,0.02136891,0.8360067629710116,0.8109038947835061,0.9995360601398986,0.8731238,31.72466132923134,0.0005198486265485957,3.1555975767435567,0.5971532939168592
76,0.019627463,0.6474130952179659,0.554662875943377,0.9998163126532416,0.80116844,29.40330660898919,0.0004509022317283123,2.710202490282039,0.4039195184895774
77,0.024303705,0.6466382950457502,0.5875363735969662,0.9996717924534761,0.8136671,30.687638944786258,0.0006271716623263166,3.834181763078731,0.42853537018883237
78,0.031726904,0.5663128047003089,0.5046730986107532,0.99953619403825,0.57888085,25.214089402850956,0.000897804913623944,5.4917929305954205,0.37493577396373345
79,0.029869381,0.8372418840361678,0.8117764798302193,0.999472629117261,0.7739845,29.885832676315406,0.0006987540543180675,4.446570110136652,0.6059290440780511
80,0.031944685,0.8625421183057281,0.8354053018295922,0.9996379555819306,0.5307705,23.922385916514216,0.0006852362744923907,4.3964550821443025,0.6246008404522027
